用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息
1669879400,Dear-迪丽热巴,f,,上海,,,,,1146,69181540,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1590865269&ssig=1Yx2n1baxI",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1146,69181600,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1590865340&ssig=bvyrX84KTv",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1146,69181612,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1590865375&ssig=Vx9d6wFnRT",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1146,69181809,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1590865703&ssig=Z5jBQVKLcq",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69851854,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591546588&ssig=tKeZxZN%2FZI",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852007,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591546691&ssig=DdicAR2grF",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852189,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591546834&ssig=diExBlbOoR",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852428,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591546969&ssig=83BRs3Us2n",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852618,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547129&ssig=Co617fWBtq",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852689,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547172&ssig=%2FWNS%2FR1nVt",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852767,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547204&ssig=eXY1J%2Fgwm1",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69852865,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547248&ssig=%2F2gu8ggjkO",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69853002,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547343&ssig=kc92jltoLA",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69853200,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547460&ssig=boSIE4oeNA",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69853677,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591547759&ssig=k8tOS9KueC",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69854212,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591548125&ssig=hW3k0n13nB",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69855078,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591548646&ssig=0uQsARIJ3K",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69856142,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591549361&ssig=Qd4P2Ant0N",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1153,69858883,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591551332&ssig=FMe9KWjFT0",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1155,70108923,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591808320&ssig=Rnvhx3yQec",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1155,70325588,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591958358&ssig=xTTwU6AQWt",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1155,70325831,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591958631&ssig=vPYw7pvh0k",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1155,70330772,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1591965938&ssig=KZ%2BpZkVR%2FK",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70413122,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592045095&ssig=Cbv0XV7Q5d",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70413603,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592045823&ssig=ZdTDlH6re0",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70414799,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592047139&ssig=9TAJsNlWHQ",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70415191,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592047552&ssig=Vls4bpe8Xn",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70415562,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592047929&ssig=LEmDAHS9ms",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
1669879400,Dear-迪丽热巴,f,,上海,,,,,1156,70417688,253,一只喜欢默默表演的小透明。工作联系jaywalk@jaywalk.com.cn 🍒,https://m.weibo.cn/u/1669879400?uid=1669879400&luicode=10000011&lfid=1005051669879400,"https://tvax1.sinaimg.cn/crop.0.0.1080.1080.180/63885668ly8geyrcrw0zjj20u00u0mz6.jpg?KID=imgbed,tva&Expires=1592049890&ssig=oYJJisF22m",https://wx1.sinaimg.cn/orj480/63885668ly8geyrcrw0zjj20u00u0mz6.jpg,44,7,True,0,嘉行传媒签约演员　
